,EVID,Depi,Hypo,I,Io,QIo,StdI,StdlogR,Ndata
50,1.0,23.101297000831604,23.187710605418363,1.9897203436484125,5.926395015176067,0.5,0.25,1.2,10.0
51,1.0,24.59852639341013,24.679698149031214,1.8800135657317474,5.926395015176067,0.5,0.25,1.2,10.0
52,1.0,26.192793448156287,26.269039354680995,1.7692549374295097,5.926395015176067,0.5,0.25,1.2,10.0
53,1.0,27.890387320175943,27.96200466471299,1.6573908899596133,5.926395015176067,0.5,0.25,1.2,10.0
54,1.0,29.698004774064515,29.765273181349414,1.5443627133946545,5.926395015176067,0.5,0.25,1.2,10.0
55,1.0,31.62277660168381,31.685959035509736,1.4301064122291516,5.926395015176067,0.5,0.25,1.2,10.0
56,1.0,33.67229575211422,33.7316394682774,1.3145525308843498,5.926395015176067,0.5,0.25,1.2,10.0
57,1.0,35.85464728475101,35.91038473636704,1.1976259493163108,5.926395015176067,0.5,0.25,1.2,10.0
58,1.0,38.17844026370508,38.23078996004787,1.079245648724285,5.926395015176067,0.5,0.25,1.2,10.0
0,2.0,1.0,5.0990195135927845,4.4728064459151415,4.503604984823935,0.5,0.25,1.2,10.0
1,2.0,1.064811486234934,5.11212514530091,4.468773579572178,4.503604984823935,0.5,0.25,1.2,10.0
2,2.0,1.1338235012178493,5.126944092918695,4.464225523208375,4.503604984823935,0.5,0.25,1.2,10.0
3,2.0,1.2073082874598748,5.143694518628541,4.459099966267135,4.503604984823935,0.5,0.25,1.2,10.0
4,2.0,1.2855557319139024,5.162620801478324,4.4533279976585085,4.503604984823935,0.5,0.25,1.2,10.0
5,2.0,1.3688745095370811,5.183996279209736,4.446833653183894,4.503604984823935,0.5,0.25,1.2,10.0
6,2.0,1.4575933009692958,5.208126172725712,4.439533498909857,4.503604984823935,0.5,0.25,1.2,10.0
7,2.0,1.5520620891311996,5.235350678657381,4.431336272778866,4.503604984823935,0.5,0.25,1.2,10.0
8,2.0,1.6526535398566895,5.266048207413301,4.422142611226491,4.503604984823935,0.5,0.25,1.2,10.0
9,2.0,1.7597644720062264,5.300638734806905,4.411844892066614,4.503604984823935,0.5,0.25,1.2,10.0
10,2.0,1.873817422860384,5.339587225077902,4.4003272290480195,4.503604984823935,0.5,0.25,1.2,10.0
11,2.0,1.9952623149688797,5.383407072248482,4.387465656784099,4.503604984823935,0.5,0.25,1.2,10.0
12,2.0,2.124578231030568,5.432663495907783,4.373128546583089,4.503604984823935,0.5,0.25,1.2,10.0
13,2.0,2.2622753038060464,5.487976817572277,4.357177293311053,4.503604984823935,0.5,0.25,1.2,10.0
14,2.0,2.4088967285183034,5.550025535857126,4.339467309982847,4.503604984823935,0.5,0.25,1.2,10.0
15,2.0,2.5650209056800453,5.619549114170609,4.31984935948956,4.503604984823935,0.5,0.25,1.2,10.0
16,2.0,2.731263722800846,5.697350395007134,4.298171241066383,4.503604984823935,0.5,0.25,1.2,10.0
17,2.0,2.908280983975128,5.7842975616535615,4.27427983242187,4.503604984823935,0.5,0.25,1.2,10.0
18,2.0,3.096770996935353,5.8813255825077375,4.248023467023757,4.503604984823935,0.5,0.25,1.2,10.0
19,2.0,3.2974773277759715,5.989437096021342,4.219254600681747,4.503604984823935,0.5,0.25,1.2,10.0
20,2.0,3.511191734215132,6.109702725535889,4.18783269390072,4.503604984823935,0.5,0.25,1.2,10.0
21,2.0,3.73875728896543,6.243260851974082,4.153627208933715,4.503604984823935,0.5,0.25,1.2,10.0
22,2.0,3.981071705534973,6.391316916302237,4.116520596148202,4.503604984823935,0.5,0.25,1.2,10.0
23,2.0,4.239090879578539,6.5551423695695545,4.076411126671447,4.503604984823935,0.5,0.25,1.2,10.0
24,2.0,4.513832659768977,6.736073431933256,4.033215420564676,4.503604984823935,0.5,0.25,1.2,10.0
25,2.0,4.806380863064391,6.935509858750949,3.9868705244684213,4.503604984823935,0.5,0.25,1.2,10.0
26,2.0,5.11788955021074,7.154913937159293,3.9373354108634433,4.503604984823935,0.5,0.25,1.2,10.0
27,2.0,5.449587578346137,7.395809947129829,3.884591802113956,4.503604984823935,0.5,0.25,1.2,10.0
28,2.0,5.802783448666185,7.659784314986567,3.82864426371759,4.503604984823935,0.5,0.25,1.2,10.0
29,2.0,6.178870468273718,7.9484866650014,3.769519558474353,4.503604984823935,0.5,0.25,1.2,10.0
30,2.0,6.579332246575681,8.26363193824789,3.707265301409923,4.503604984823935,0.5,0.25,1.2,10.0
31,2.0,7.00574854790968,8.607003701436323,3.6419479989174794,4.503604984823935,0.5,0.25,1.2,10.0
32,2.0,7.459801523487937,8.980458717116457,3.5736505901407916,4.503604984823935,0.5,0.25,1.2,10.0
33,2.0,7.943282347242816,9.385932795839704,3.5024696309974446,4.503604984823935,0.5,0.25,1.2,10.0
34,2.0,8.45809828175134,9.825447905503594,3.4285122701728143,4.503604984823935,0.5,0.25,1.2,10.0
35,2.0,9.006280202112785,10.301120476868947,3.3518931624920594,4.503604984823935,0.5,0.25,1.2,10.0
36,2.0,9.58999060745998,10.815170819324614,3.2727314504048017,4.503604984823935,0.5,0.25,1.2,10.0
37,2.0,10.211532151708521,11.369933547975418,3.1911479219664494,4.503604984823935,0.5,0.25,1.2,10.0
38,2.0,10.873356727196562,11.967868921277118,3.1072624270919023,4.503604984823935,0.5,0.25,1.2,10.0
39,2.0,11.578075137048792,12.611574995976808,3.021191606216052,4.503604984823935,0.5,0.25,1.2,10.0
40,2.0,12.328467394420665,13.303800520726904,2.9330469594604347,4.503604984823935,0.5,0.25,1.2,10.0
41,2.0,13.12749368925199,14.04745850897417,2.8429332618309346,4.503604984823935,0.5,0.25,1.2,10.0
42,2.0,13.978306065792133,14.845640453310228,2.7509473118986385,4.503604984823935,0.5,0.25,1.2,10.0
43,2.0,14.884260856962918,15.701631165522851,2.657176988169918,4.503604984823935,0.5,0.25,1.2,10.0
44,2.0,15.848931924611142,16.61892424770503,2.561700578709827,4.503604984823935,0.5,0.25,1.2,10.0
45,2.0,16.876124757881477,17.60123821904528,2.4645863449633403,4.503604984823935,0.5,0.25,1.2,10.0
46,2.0,17.96989148532595,18.65253333985467,2.365892279354652,4.503604984823935,0.5,0.25,1.2,10.0
47,2.0,19.134546859970413,19.777029188844406,2.265666017321817,4.503604984823935,0.5,0.25,1.2,10.0
48,2.0,20.37468528039708,20.979223061763502,2.1639448671978854,4.503604984823935,0.5,0.25,1.2,10.0
49,2.0,21.695198914988655,22.263909269508915,2.060755925121904,4.503604984823935,0.5,0.25,1.2,10.0
50,2.0,23.101297000831604,23.636199422086268,1.9561162464261663,4.503604984823935,0.5,0.25,1.2,10.0
51,2.0,24.59852639341013,25.101543791713183,1.8500330493049766,4.503604984823935,0.5,0.25,1.2,10.0
52,2.0,26.192793448156287,26.66575385429369,1.742503930750308,4.503604984823935,0.5,0.25,1.2,10.0
53,2.0,27.890387320175943,28.33502611379476,1.6335170785672344,4.503604984823935,0.5,0.25,1.2,10.0
54,2.0,29.698004774064515,30.115967319021294,1.523051466662137,4.503604984823935,0.5,0.25,1.2,10.0
55,2.0,31.62277660168381,32.01562118716426,1.4110770236927552,4.503604984823935,0.5,0.25,1.2,10.0
56,2.0,33.67229575211422,34.041496753489696,1.2975547675852979,4.503604984823935,0.5,0.25,1.2,10.0
57,2.0,35.85464728475101,36.201598471806506,1.1824369003894775,4.503604984823935,0.5,0.25,1.2,10.0
58,2.0,38.17844026370508,38.50445819602319,1.0656668595019123,4.503604984823935,0.5,0.25,1.2,10.0
0,3.0,1.0,2.23606797749979,6.55444181263697,6.726395015176067,0.5,0.25,1.2,10.0
1,3.0,1.064811486234934,2.2657942318793753,6.534070423666158,6.726395015176067,0.5,0.25,1.2,10.0
2,3.0,1.1338235012178493,2.2990336517576035,6.511601014657672,6.726395015176067,0.5,0.25,1.2,10.0
3,3.0,1.2073082874598748,2.3361492462959843,6.486886461821501,6.726395015176067,0.5,0.25,1.2,10.0
4,3.0,1.2855557319139024,2.377530975583008,6.459783046812985,6.726395015176067,0.5,0.25,1.2,10.0
5,3.0,1.3688745095370811,2.4235959693934928,6.430153264833642,6.726395015176067,0.5,0.25,1.2,10.0
6,3.0,1.4575933009692958,2.4747885224864303,6.397868788601991,6.726395015176067,0.5,0.25,1.2,10.0
7,3.0,1.5520620891311996,2.5315798878404574,6.362813472462521,6.726395015176067,0.5,0.25,1.2,10.0
8,3.0,1.6526535398566895,2.5944679074524792,6.324886260382591,6.726395015176067,0.5,0.25,1.2,10.0
9,3.0,1.7597644720062264,2.6639765383605303,6.284003849722695,6.726395015176067,0.5,0.25,1.2,10.0
10,3.0,1.873817422860384,2.7406553475793216,6.240102962301893,6.726395015176067,0.5,0.25,1.2,10.0
11,3.0,1.9952623149688797,2.8250790618202126,6.193142087116906,6.726395015176067,0.5,0.25,1.2,10.0
12,3.0,2.124578231030568,2.917847264640317,6.143102585162298,6.726395015176067,0.5,0.25,1.2,10.0
13,3.0,2.2622753038060464,3.0195843340120074,6.089989084304101,6.726395015176067,0.5,0.25,1.2,10.0
14,3.0,2.4088967285183034,3.1309397069675717,6.033829137475819,6.726395015176067,0.5,0.25,1.2,10.0
15,3.0,2.5650209056800453,3.2525885455396413,5.974672165717958,6.726395015176067,0.5,0.25,1.2,10.0
16,3.0,2.731263722800846,3.385232861043378,5.912587753405586,6.726395015176067,0.5,0.25,1.2,10.0
17,3.0,2.908280983975128,3.5296031337462486,5.847663401447478,6.726395015176067,0.5,0.25,1.2,10.0
18,3.0,3.096770996935353,3.686460444309688,5.780001871549284,6.726395015176067,0.5,0.25,1.2,10.0
19,3.0,3.2974773277759715,3.856599114141443,5.7097182688027,6.726395015176067,0.5,0.25,1.2,10.0
20,3.0,3.511191734215132,4.040849835668317,5.636937010774151,6.726395015176067,0.5,0.25,1.2,10.0
21,3.0,3.73875728896543,4.240083261657975,5.561788820480433,6.726395015176067,0.5,0.25,1.2,10.0
22,3.0,3.981071705534973,4.455214015578953,5.484407860913085,6.726395015176067,0.5,0.25,1.2,10.0
23,3.0,4.239090879578539,4.6872050824906255,5.4049291034568245,6.726395015176067,0.5,0.25,1.2,10.0
24,3.0,4.513832659768977,4.937072541536844,5.323485994993409,6.726395015176067,0.5,0.25,1.2,10.0
25,3.0,4.806380863064391,5.205890605922449,5.240208461591584,6.726395015176067,0.5,0.25,1.2,10.0
26,3.0,5.11788955021074,5.494796943305211,5.155221262629351,6.726395015176067,0.5,0.25,1.2,10.0
27,3.0,5.449587578346137,5.8049982578864325,5.068642689329999,6.726395015176067,0.5,0.25,1.2,10.0
28,3.0,5.802783448666185,6.137776124307095,4.980583586606258,6.726395015176067,0.5,0.25,1.2,10.0
29,3.0,6.178870468273718,6.494493072111562,4.891146666766477,6.726395015176067,0.5,0.25,1.2,10.0
30,3.0,6.579332246575681,6.876598927582632,4.800426077578876,6.726395015176067,0.5,0.25,1.2,10.0
31,3.0,7.00574854790968,7.285637426920076,4.708507184700545,6.726395015176067,0.5,0.25,1.2,10.0
32,3.0,7.459801523487937,7.7232531209221,4.615466528746411,6.726395015176067,0.5,0.25,1.2,10.0
33,3.0,7.943282347242816,8.19119859654369,4.521371919506352,6.726395015176067,0.5,0.25,1.2,10.0
34,3.0,8.45809828175134,8.691342045033378,4.426282633310813,6.726395015176067,0.5,0.25,1.2,10.0
35,3.0,9.006280202112785,9.225675209921967,4.330249683716333,6.726395015176067,0.5,0.25,1.2,10.0
36,3.0,9.58999060745998,9.796321751104882,4.233316140086163,6.726395015176067,0.5,0.25,1.2,10.0
37,3.0,10.211532151708521,10.405546063776608,4.135517472958438,6.726395015176067,0.5,0.25,1.2,10.0
38,3.0,10.873356727196562,11.05576259318509,4.036881909114527,6.726395015176067,0.5,0.25,1.2,10.0
39,3.0,11.578075137048792,11.749545688202051,3.9374307828610404,6.726395015176067,0.5,0.25,1.2,10.0
40,3.0,12.328467394420665,12.489640038659779,3.8371788731636367,6.726395015176067,0.5,0.25,1.2,10.0
41,3.0,13.12749368925199,13.278971743374967,3.7361347189103524,6.726395015176067,0.5,0.25,1.2,10.0
42,3.0,13.978306065792133,14.120660057835863,3.6343009067580563,6.726395015176067,0.5,0.25,1.2,10.0
43,3.0,14.884260856962918,15.018029872726931,3.5316743277683385,6.726395015176067,0.5,0.25,1.2,10.0
44,3.0,15.848931924611142,15.974624976848697,3.4282464004182147,6.726395015176067,0.5,0.25,1.2,10.0
45,3.0,16.876124757881477,16.994222160592702,3.324003258629273,6.726395015176067,0.5,0.25,1.2,10.0
46,3.0,17.96989148532595,18.08084621897963,3.218925904247497,6.726395015176067,0.5,0.25,1.2,10.0
47,3.0,19.134546859970413,19.238785916382653,3.1129903239725483,6.726395015176067,0.5,0.25,1.2,10.0
48,3.0,20.37468528039708,20.47261097845679,3.006167571122016,6.726395015176067,0.5,0.25,1.2,10.0
49,3.0,21.695198914988655,21.78719018049195,2.8984238128597255,6.726395015176067,0.5,0.25,1.2,10.0
50,3.0,23.101297000831604,23.187710605418363,2.7897203436484124,6.726395015176067,0.5,0.25,1.2,10.0
51,3.0,24.59852639341013,24.679698149031214,2.6800135657317474,6.726395015176067,0.5,0.25,1.2,10.0
52,3.0,26.192793448156287,26.269039354680995,2.5692549374295095,6.726395015176067,0.5,0.25,1.2,10.0
53,3.0,27.890387320175943,27.96200466471299,2.457390889959613,6.726395015176067,0.5,0.25,1.2,10.0
54,3.0,29.698004774064515,29.765273181349414,2.3443627133946543,6.726395015176067,0.5,0.25,1.2,10.0
55,3.0,31.62277660168381,31.685959035509736,2.2301064122291514,6.726395015176067,0.5,0.25,1.2,10.0
56,3.0,33.67229575211422,33.7316394682774,2.1145525308843496,6.726395015176067,0.5,0.25,1.2,10.0
57,3.0,35.85464728475101,35.91038473636704,1.9976259493163107,6.726395015176067,0.5,0.25,1.2,10.0
58,3.0,38.17844026370508,38.23078996004787,1.8792456487242848,6.726395015176067,0.5,0.25,1.2,10.0
59,3.0,40.65284171932744,40.702009039563265,1.7593244471829717,6.726395015176067,0.5,0.25,1.2,10.0
60,3.0,43.287612810830595,43.33379077417974,1.6377687048464658,6.726395015176067,0.5,0.25,1.2,10.0
61,3.0,46.09314733266291,46.13651732663151,1.5144779981945102,6.726395015176067,0.5,0.25,1.2,10.0
62,3.0,49.080512716538585,49.121245184933024,1.389344762613952,6.726395015176067,0.5,0.25,1.2,10.0
63,3.0,52.26149369087002,52.29974878334357,1.2622539024302237,6.726395015176067,0.5,0.25,1.2,10.0
64,3.0,55.64863876983295,55.68456695472593,1.1330823673251,6.726395015176067,0.5,0.25,1.2,10.0
65,3.0,59.25530975545681,59.28905239768245,1.0016986938976389,6.726395015176067,0.5,0.25,1.2,10.0
0,4.0,1.0,5.0990195135927845,5.272806445915142,5.303604984823935,0.5,0.25,1.2,10.0
1,4.0,1.064811486234934,5.11212514530091,5.268773579572179,5.303604984823935,0.5,0.25,1.2,10.0
2,4.0,1.1338235012178493,5.126944092918695,5.264225523208375,5.303604984823935,0.5,0.25,1.2,10.0
3,4.0,1.2073082874598748,5.143694518628541,5.259099966267135,5.303604984823935,0.5,0.25,1.2,10.0
4,4.0,1.2855557319139024,5.162620801478324,5.253327997658508,5.303604984823935,0.5,0.25,1.2,10.0
5,4.0,1.3688745095370811,5.183996279209736,5.246833653183895,5.303604984823935,0.5,0.25,1.2,10.0
6,4.0,1.4575933009692958,5.208126172725712,5.239533498909857,5.303604984823935,0.5,0.25,1.2,10.0
7,4.0,1.5520620891311996,5.235350678657381,5.231336272778866,5.303604984823935,0.5,0.25,1.2,10.0
8,4.0,1.6526535398566895,5.266048207413301,5.2221426112264915,5.303604984823935,0.5,0.25,1.2,10.0
9,4.0,1.7597644720062264,5.300638734806905,5.211844892066613,5.303604984823935,0.5,0.25,1.2,10.0
10,4.0,1.873817422860384,5.339587225077902,5.2003272290480185,5.303604984823935,0.5,0.25,1.2,10.0
11,4.0,1.9952623149688797,5.383407072248482,5.1874656567840995,5.303604984823935,0.5,0.25,1.2,10.0
12,4.0,2.124578231030568,5.432663495907783,5.173128546583089,5.303604984823935,0.5,0.25,1.2,10.0
13,4.0,2.2622753038060464,5.487976817572277,5.157177293311053,5.303604984823935,0.5,0.25,1.2,10.0
14,4.0,2.4088967285183034,5.550025535857126,5.139467309982847,5.303604984823935,0.5,0.25,1.2,10.0
15,4.0,2.5650209056800453,5.619549114170609,5.11984935948956,5.303604984823935,0.5,0.25,1.2,10.0
16,4.0,2.731263722800846,5.697350395007134,5.098171241066383,5.303604984823935,0.5,0.25,1.2,10.0
17,4.0,2.908280983975128,5.7842975616535615,5.074279832421869,5.303604984823935,0.5,0.25,1.2,10.0
18,4.0,3.096770996935353,5.8813255825077375,5.048023467023757,5.303604984823935,0.5,0.25,1.2,10.0
19,4.0,3.2974773277759715,5.989437096021342,5.019254600681747,5.303604984823935,0.5,0.25,1.2,10.0
20,4.0,3.511191734215132,6.109702725535889,4.987832693900721,5.303604984823935,0.5,0.25,1.2,10.0
21,4.0,3.73875728896543,6.243260851974082,4.953627208933714,5.303604984823935,0.5,0.25,1.2,10.0
22,4.0,3.981071705534973,6.391316916302237,4.916520596148203,5.303604984823935,0.5,0.25,1.2,10.0
23,4.0,4.239090879578539,6.5551423695695545,4.876411126671447,5.303604984823935,0.5,0.25,1.2,10.0
24,4.0,4.513832659768977,6.736073431933256,4.833215420564675,5.303604984823935,0.5,0.25,1.2,10.0
25,4.0,4.806380863064391,6.935509858750949,4.786870524468421,5.303604984823935,0.5,0.25,1.2,10.0
26,4.0,5.11788955021074,7.154913937159293,4.737335410863443,5.303604984823935,0.5,0.25,1.2,10.0
27,4.0,5.449587578346137,7.395809947129829,4.684591802113957,5.303604984823935,0.5,0.25,1.2,10.0
28,4.0,5.802783448666185,7.659784314986567,4.6286442637175895,5.303604984823935,0.5,0.25,1.2,10.0
29,4.0,6.178870468273718,7.9484866650014,4.569519558474353,5.303604984823935,0.5,0.25,1.2,10.0
30,4.0,6.579332246575681,8.26363193824789,4.507265301409923,5.303604984823935,0.5,0.25,1.2,10.0
31,4.0,7.00574854790968,8.607003701436323,4.441947998917479,5.303604984823935,0.5,0.25,1.2,10.0
32,4.0,7.459801523487937,8.980458717116457,4.373650590140791,5.303604984823935,0.5,0.25,1.2,10.0
33,4.0,7.943282347242816,9.385932795839704,4.302469630997444,5.303604984823935,0.5,0.25,1.2,10.0
34,4.0,8.45809828175134,9.825447905503594,4.228512270172814,5.303604984823935,0.5,0.25,1.2,10.0
35,4.0,9.006280202112785,10.301120476868947,4.151893162492059,5.303604984823935,0.5,0.25,1.2,10.0
36,4.0,9.58999060745998,10.815170819324614,4.0727314504048024,5.303604984823935,0.5,0.25,1.2,10.0
37,4.0,10.211532151708521,11.369933547975418,3.991147921966449,5.303604984823935,0.5,0.25,1.2,10.0
38,4.0,10.873356727196562,11.967868921277118,3.907262427091902,5.303604984823935,0.5,0.25,1.2,10.0
39,4.0,11.578075137048792,12.611574995976808,3.821191606216052,5.303604984823935,0.5,0.25,1.2,10.0
40,4.0,12.328467394420665,13.303800520726904,3.7330469594604345,5.303604984823935,0.5,0.25,1.2,10.0
41,4.0,13.12749368925199,14.04745850897417,3.6429332618309345,5.303604984823935,0.5,0.25,1.2,10.0
42,4.0,13.978306065792133,14.845640453310228,3.5509473118986383,5.303604984823935,0.5,0.25,1.2,10.0
43,4.0,14.884260856962918,15.701631165522851,3.457176988169918,5.303604984823935,0.5,0.25,1.2,10.0
44,4.0,15.848931924611142,16.61892424770503,3.3617005787098266,5.303604984823935,0.5,0.25,1.2,10.0
45,4.0,16.876124757881477,17.60123821904528,3.26458634496334,5.303604984823935,0.5,0.25,1.2,10.0
46,4.0,17.96989148532595,18.65253333985467,3.165892279354652,5.303604984823935,0.5,0.25,1.2,10.0
47,4.0,19.134546859970413,19.777029188844406,3.0656660173218166,5.303604984823935,0.5,0.25,1.2,10.0
48,4.0,20.37468528039708,20.979223061763502,2.963944867197885,5.303604984823935,0.5,0.25,1.2,10.0
49,4.0,21.695198914988655,22.263909269508915,2.8607559251219037,5.303604984823935,0.5,0.25,1.2,10.0
50,4.0,23.101297000831604,23.636199422086268,2.756116246426166,5.303604984823935,0.5,0.25,1.2,10.0
51,4.0,24.59852639341013,25.101543791713183,2.6500330493049766,5.303604984823935,0.5,0.25,1.2,10.0
52,4.0,26.192793448156287,26.66575385429369,2.542503930750308,5.303604984823935,0.5,0.25,1.2,10.0
53,4.0,27.890387320175943,28.33502611379476,2.433517078567234,5.303604984823935,0.5,0.25,1.2,10.0
54,4.0,29.698004774064515,30.115967319021294,2.323051466662137,5.303604984823935,0.5,0.25,1.2,10.0
55,4.0,31.62277660168381,32.01562118716426,2.211077023692755,5.303604984823935,0.5,0.25,1.2,10.0
56,4.0,33.67229575211422,34.041496753489696,2.0975547675852977,5.303604984823935,0.5,0.25,1.2,10.0
57,4.0,35.85464728475101,36.201598471806506,1.9824369003894773,5.303604984823935,0.5,0.25,1.2,10.0
58,4.0,38.17844026370508,38.50445819602319,1.8656668595019121,5.303604984823935,0.5,0.25,1.2,10.0
59,4.0,40.65284171932744,40.959169179277666,1.747179322492892,5.303604984823935,0.5,0.25,1.2,10.0
60,4.0,43.287612810830595,43.57542223387382,1.626900163672906,5.303604984823935,0.5,0.25,1.2,10.0
61,4.0,46.09314733266291,46.3635442026445,1.5047463611834384,5.303604984823935,0.5,0.25,1.2,10.0
62,4.0,49.080512716538585,49.33453890043268,1.380625853836284,5.303604984823935,0.5,0.25,1.2,10.0
63,4.0,52.26149369087002,52.500130693178725,1.2544373471969852,5.303604984823935,0.5,0.25,1.2,10.0
64,4.0,55.64863876983295,55.87281089166139,1.1260700685448493,5.303604984823935,0.5,0.25,1.2,10.0
0,5.0,1.0,10.04987562112089,4.191938839669167,4.200000000000001,0.5,0.25,1.2,10.0
1,5.0,1.064811486234934,10.056531385185343,4.190865939524115,4.200000000000001,0.5,0.25,1.2,10.0
2,5.0,1.1338235012178493,10.0640725221907,4.189651122970205,4.200000000000001,0.5,0.25,1.2,10.0
3,5.0,1.2073082874598748,10.07261601079726,4.188275866710475,4.200000000000001,0.5,0.25,1.2,10.0
4,5.0,1.2855557319139024,10.082294061366028,4.1867192994898295,4.200000000000001,0.5,0.25,1.2,10.0
